Date,,0,Region
Oct 2011,Apartment,278100,Ontario
Nov 2011,Composite,376300,Ontario
Nov 2011,Single_family,407500,Ontario
Nov 2011,One_storey,321800,Ontario
Nov 2011,Two_storey,446100,Ontario
Nov 2011,Townhouse,267800,Ontario
Nov 2011,Apartment,279600,Ontario
Dec 2011,Composite,379200,Ontario
Dec 2011,Single_family,411300,Ontario
Dec 2011,One_storey,324600,Ontario
Dec 2011,Two_storey,450300,Ontario
Dec 2011,Townhouse,268300,Ontario
Dec 2011,Apartment,279900,Ontario
Jan 2012,Composite,381900,Ontario
Jan 2012,Single_family,414400,Ontario
Jan 2012,One_storey,328400,Ontario
Jan 2012,Two_storey,453200,Ontario
Jan 2012,Townhouse,270700,Ontario
Jan 2012,Apartment,280900,Ontario
Feb 2012,Composite,383800,Ontario
Feb 2012,Single_family,416400,Ontario
Feb 2012,One_storey,328300,Ontario
Feb 2012,Two_storey,456100,Ontario
Feb 2012,Townhouse,272000,Ontario
Feb 2012,Apartment,281700,Ontario
Mar 2012,Composite,386100,Ontario
Mar 2012,Single_family,419500,Ontario
Mar 2012,One_storey,331600,Ontario
Mar 2012,Two_storey,459100,Ontario
Mar 2012,Townhouse,273100,Ontario
Mar 2012,Apartment,280800,Ontario
Apr 2012,Composite,388300,Ontario
Apr 2012,Single_family,422200,Ontario
Apr 2012,One_storey,333100,Ontario
Apr 2012,Two_storey,462300,Ontario
Apr 2012,Townhouse,274800,Ontario
Apr 2012,Apartment,281000,Ontario
May 2012,Composite,389200,Ontario
May 2012,Single_family,423200,Ontario
May 2012,One_storey,335100,Ontario
May 2012,Two_storey,463100,Ontario
May 2012,Townhouse,275800,Ontario
May 2012,Apartment,281400,Ontario
Jun 2012,Composite,389500,Ontario
Jun 2012,Single_family,423500,Ontario
Jun 2012,One_storey,334300,Ontario
Jun 2012,Two_storey,464000,Ontario
Jun 2012,Townhouse,276600,Ontario
Jun 2012,Apartment,281500,Ontario
Jul 2012,Composite,390400,Ontario
Jul 2012,Single_family,424700,Ontario
Jul 2012,One_storey,334700,Ontario
Jul 2012,Two_storey,465700,Ontario
Jul 2012,Townhouse,277800,Ontario
Jul 2012,Apartment,280600,Ontario
Aug 2012,Composite,389900,Ontario
Aug 2012,Single_family,424100,Ontario
Aug 2012,One_storey,335100,Ontario
Aug 2012,Two_storey,464800,Ontario
Aug 2012,Townhouse,277000,Ontario
Aug 2012,Apartment,280300,Ontario
Sep 2012,Composite,390200,Ontario
Sep 2012,Single_family,424500,Ontario
Sep 2012,One_storey,335300,Ontario
Sep 2012,Two_storey,465400,Ontario
Sep 2012,Townhouse,276800,Ontario
Sep 2012,Apartment,280000,Ontario
