Date,,0,Region
Aug 2008,Townhouse,175900,Newfoundland
Aug 2008,Apartment,142300,Newfoundland
Sep 2008,Composite,179600,Newfoundland
Sep 2008,Single_family,180100,Newfoundland
Sep 2008,One_storey,166600,Newfoundland
Sep 2008,Two_storey,199300,Newfoundland
Sep 2008,Townhouse,176500,Newfoundland
Sep 2008,Apartment,144900,Newfoundland
Oct 2008,Composite,182300,Newfoundland
Oct 2008,Single_family,182700,Newfoundland
Oct 2008,One_storey,169300,Newfoundland
Oct 2008,Two_storey,202500,Newfoundland
Oct 2008,Townhouse,178400,Newfoundland
Oct 2008,Apartment,146700,Newfoundland
Nov 2008,Composite,185300,Newfoundland
Nov 2008,Single_family,185900,Newfoundland
Nov 2008,One_storey,171800,Newfoundland
Nov 2008,Two_storey,206600,Newfoundland
Nov 2008,Townhouse,179700,Newfoundland
Nov 2008,Apartment,149700,Newfoundland
Dec 2008,Composite,188800,Newfoundland
Dec 2008,Single_family,189400,Newfoundland
Dec 2008,One_storey,174800,Newfoundland
Dec 2008,Two_storey,210300,Newfoundland
Dec 2008,Townhouse,179000,Newfoundland
Dec 2008,Apartment,151900,Newfoundland
Jan 2009,Composite,188900,Newfoundland
Jan 2009,Single_family,189400,Newfoundland
Jan 2009,One_storey,174700,Newfoundland
Jan 2009,Two_storey,210900,Newfoundland
Jan 2009,Townhouse,181400,Newfoundland
Jan 2009,Apartment,153300,Newfoundland
Feb 2009,Composite,189400,Newfoundland
Feb 2009,Single_family,189900,Newfoundland
Feb 2009,One_storey,175600,Newfoundland
Feb 2009,Two_storey,211100,Newfoundland
Feb 2009,Townhouse,184400,Newfoundland
Feb 2009,Apartment,154200,Newfoundland
Mar 2009,Composite,190300,Newfoundland
Mar 2009,Single_family,190900,Newfoundland
Mar 2009,One_storey,176000,Newfoundland
Mar 2009,Two_storey,212800,Newfoundland
Mar 2009,Townhouse,186000,Newfoundland
Mar 2009,Apartment,152600,Newfoundland
Apr 2009,Composite,191700,Newfoundland
Apr 2009,Single_family,192300,Newfoundland
Apr 2009,One_storey,177100,Newfoundland
Apr 2009,Two_storey,214900,Newfoundland
Apr 2009,Townhouse,188600,Newfoundland
Apr 2009,Apartment,153600,Newfoundland
May 2009,Composite,193300,Newfoundland
May 2009,Single_family,194000,Newfoundland
May 2009,One_storey,177300,Newfoundland
May 2009,Two_storey,218400,Newfoundland
May 2009,Townhouse,191800,Newfoundland
May 2009,Apartment,154400,Newfoundland
Jun 2009,Composite,194700,Newfoundland
Jun 2009,Single_family,195300,Newfoundland
Jun 2009,One_storey,178900,Newfoundland
Jun 2009,Two_storey,219800,Newfoundland
Jun 2009,Townhouse,191500,Newfoundland
Jun 2009,Apartment,155100,Newfoundland
Jul 2009,Composite,195400,Newfoundland
Jul 2009,Single_family,196000,Newfoundland
Jul 2009,One_storey,179600,Newfoundland
Jul 2009,Two_storey,220800,Newfoundland
Jul 2009,Townhouse,194700,Newfoundland
Jul 2009,Apartment,156400,Newfoundland
Aug 2009,Composite,196100,Newfoundland
Aug 2009,Single_family,196700,Newfoundland
Aug 2009,One_storey,180400,Newfoundland
Aug 2009,Two_storey,221200,Newfoundland
Aug 2009,Townhouse,196600,Newfoundland
Aug 2009,Apartment,157800,Newfoundland
Sep 2009,Composite,197300,Newfoundland
Sep 2009,Single_family,197900,Newfoundland
Sep 2009,One_storey,181600,Newfoundland
Sep 2009,Two_storey,222000,Newfoundland
Sep 2009,Townhouse,197900,Newfoundland
Sep 2009,Apartment,159100,Newfoundland
Oct 2009,Composite,199600,Newfoundland
Oct 2009,Single_family,200400,Newfoundland
Oct 2009,One_storey,184200,Newfoundland
Oct 2009,Two_storey,224700,Newfoundland
Oct 2009,Townhouse,198800,Newfoundland
Oct 2009,Apartment,158000,Newfoundland
Nov 2009,Composite,202500,Newfoundland
Nov 2009,Single_family,203300,Newfoundland
Nov 2009,One_storey,186100,Newfoundland
Nov 2009,Two_storey,229000,Newfoundland
Nov 2009,Townhouse,199200,Newfoundland
Nov 2009,Apartment,159000,Newfoundland
Dec 2009,Composite,205300,Newfoundland
Dec 2009,Single_family,206100,Newfoundland
Dec 2009,One_storey,188700,Newfoundland
Dec 2009,Two_storey,231600,Newfoundland
Dec 2009,Townhouse,200500,Newfoundland
Dec 2009,Apartment,160300,Newfoundland
Jan 2010,Composite,210400,Newfoundland
Jan 2010,Single_family,211400,Newfoundland
Jan 2010,One_storey,193100,Newfoundland
Jan 2010,Two_storey,238600,Newfoundland
